,attacking argument,attacked argument,support,attack,neutral
132,3,82,0.6015465259552002,0.2654680907726288,0.1329854130744934
133,3,83,0.009784976020455359,0.07894780486822127,0.9112671613693236
134,3,84,0.01980073750019073,0.7703844308853149,0.20981495082378387
135,3,85,0.7901378273963928,0.00010509855928830802,0.20975708961486814
136,3,86,0.8866752982139587,0.07266667485237123,0.04065800830721855
137,3,87,0.11207474023103714,0.021709194406867027,0.8662160634994507
138,3,88,0.4582795798778534,0.003773623378947377,0.5379467606544495
139,3,89,0.9814624786376952,0.0011543412692844868,0.0173831544816494
140,3,90,7.289396819487594e-08,4.304718856928957e-07,0.9999995231628418
141,3,91,0.4788990914821625,1.083033475879347e-05,0.5210900902748108
142,3,92,0.15812839567661285,0.00033122103195637465,0.8415403366088867
143,3,93,0.7182785868644714,0.20567145943641665,0.07604994624853134
144,3,94,0.7863873839378357,0.1573350727558136,0.05627753213047981
145,3,95,0.000519988127052784,0.9984706044197084,0.0010093031451106071
146,3,96,0.2676736712455749,0.5456929206848145,0.18663331866264346
147,3,97,0.9458442926406859,5.917778617003933e-05,0.05409644544124603
148,3,98,0.5154019594192505,0.03364995867013931,0.450948029756546
149,3,99,0.5104013681411743,0.013357232324779034,0.4762413501739502
150,4,50,0.4396883547306061,0.4700517356395722,0.09025990962982178
151,4,51,0.9845821261405944,3.4587055779411453e-06,0.015414553694427012
152,4,52,0.942952036857605,5.27501060787472e-06,0.05704269558191299
153,4,53,0.10296908766031264,8.20112181827426e-05,0.8969489336013794
154,4,54,0.7014636993408203,0.003990763332694769,0.2945456206798553
155,4,55,8.973789954325184e-05,4.3484391198944644e-07,0.9999098777770996
156,4,56,0.5700152516365051,2.3330412091127076e-07,0.4299845993518829
157,4,57,0.5846905112266539,8.24864582682494e-06,0.4153012633323669
158,4,58,0.5161287188529968,0.037249855697155,0.44662144780159
159,4,59,0.9841683506965636,2.6216081096208648e-05,0.015805475413799286
160,4,60,4.404486026032828e-05,0.9972420930862428,0.002713975496590137
161,4,61,0.8759393095970154,0.059085626155138016,0.06497505307197571
162,4,62,0.9426138401031494,4.982656264473917e-06,0.05738124251365661
163,4,63,0.10297756642103197,8.200630691135302e-05,0.8969404697418213
164,4,64,0.7014636397361755,0.003990770783275366,0.2945455312728882
165,4,65,8.973806689027697e-05,4.348443098933785e-07,0.9999098777770996
166,4,66,0.5700152516365051,2.3330412091127076e-07,0.4299845993518829
167,4,67,0.584691047668457,8.248622179962695e-06,0.4153007566928864
168,4,68,0.5161289572715759,0.03724982216954231,0.4466211795806885
169,4,69,0.9841683506965636,2.62162066064775e-05,0.015805510804057118
170,4,70,4.404477658681572e-05,0.9972420930862428,0.002713975496590137
171,4,71,0.8759391903877258,0.05908576026558876,0.06497500091791153
172,4,72,8.669507224112749e-05,3.82825106726159e-07,0.9999128580093384
173,4,73,0.5700162649154663,2.3325047493472084e-07,0.42998352646827703
174,4,74,0.5846908688545227,8.24863491288852e-06,0.4153009653091431
175,4,75,0.5161290168762207,0.03724986687302589,0.4466211795806885
176,4,76,0.9841683506965636,2.62161556747742e-05,0.015805542469024658
177,4,77,4.404485298437066e-05,0.9972419738769532,0.0027139829471707344
178,4,78,0.9208045005798341,0.041544977575540536,0.03765060007572174
179,4,79,0.0006094666896387935,0.000530291348695755,0.998860239982605
180,4,80,0.4340714514255524,0.01728382147848606,0.5486447215080261
181,4,81,0.9322719573974608,6.730342505534281e-08,0.0677279680967331
182,4,82,0.8287376165390015,0.00730600208044052,0.16395646333694458
183,4,83,0.0016158679500222206,0.00043329846812412143,0.9979508519172668
184,4,84,0.4388784766197205,0.4708380997180938,0.09028349816799164
185,4,85,0.9845818877220154,3.4586121273605386e-06,0.015414667315781116
186,4,86,0.8231683969497681,0.13879801332950592,0.038033600896596916
187,4,87,0.942562460899353,5.20998946740292e-06,0.057432312518358224
188,4,88,0.10296738147735596,8.20166096673347e-05,0.8969505429267883
189,4,89,0.7014638781547546,0.003990772180259228,0.2945453226566315
190,4,90,8.973789954325184e-05,4.348443098933785e-07,0.9999098777770996
191,4,91,0.570015013217926,2.3330402143528772e-07,0.4299848079681397
192,4,92,0.5846912264823914,8.248632184404414e-06,0.415300577878952
193,4,93,0.5161288380622864,0.03724981844425202,0.4466213285923004
194,4,94,0.9841683506965636,2.6216106562060307e-05,0.01580548845231533
195,4,95,4.404477658681572e-05,0.9972420930862428,0.002713975496590137
196,4,96,0.33676764369010925,0.5191314816474915,0.14410093426704407
197,4,97,0.9700085520744324,2.690596829779679e-07,0.029991228133440018
198,4,98,0.20062954723834991,0.004120042081922293,0.7952503561973572
199,4,99,0.6883993744850159,0.002467799000442028,0.309132844209671
200,5,50,0.7886843085289001,0.17212210595607758,0.03919362649321556
201,5,51,0.9991419315338136,6.542899882333586e-06,0.0008514901855960487
202,5,52,0.9812082052230836,0.000319166632834822,0.018472637981176376
203,5,53,0.7909358143806458,0.010255475528538229,0.19880875945091248
204,5,54,0.5160185098648071,0.4382390379905701,0.04574250057339668
205,5,55,4.0629120690027776e-07,8.774914931564126e-06,0.9999908208847046
206,5,56,0.5134292840957642,0.006714361719787121,0.4798564016819
207,5,57,0.01480778306722641,2.8531790121633094e-06,0.9851893782615662
208,5,58,0.0700526088476181,0.7114428281784058,0.21850453317165372
209,5,59,0.988061785697937,0.0019453648710623386,0.009992878884077072
210,5,60,6.344137659652915e-07,0.9996362924575806,0.0003630765131674707
211,5,61,0.43166154623031616,0.11319442093372345,0.4551441073417664
212,5,62,0.9806955456733704,0.0003356741217430681,0.018968746066093445
213,5,63,0.7909368872642517,0.010255210101604462,0.19880789518356326
214,5,64,0.5160185694694519,0.4382389783859253,0.0457424521446228
215,5,65,4.0629080899634573e-07,8.774881280260159e-06,0.9999908208847046
216,5,66,0.5134288668632507,0.006714369170367718,0.4798567593097687
217,5,67,0.014807790517807009,2.8531737825687738e-06,0.9851893782615662
218,5,68,0.07005258649587631,0.7114430665969849,0.2185044288635254
219,5,69,0.988061785697937,0.0019453695276752114,0.009992892853915691
220,5,70,6.344149596770876e-07,0.9996362924575806,0.0003630768624134362
221,5,71,0.4316615164279938,0.11319443583488464,0.4551441073417664
222,5,72,4.30980833243666e-07,8.616329068900088e-06,0.999990940093994
223,5,73,0.5134341716766357,0.00671433936804533,0.4798514842987061
224,5,74,0.014807776547968388,2.8531790121633094e-06,0.9851893782615662
225,5,75,0.07005254179239273,0.7114431262016296,0.21850433945655826
226,5,76,0.988061785697937,0.001945365802384913,0.009992873296141623
227,5,77,6.344137659652915e-07,0.9996362924575806,0.00036307668779045343
228,5,78,0.6059898138046265,0.05480023473501205,0.3392098844051361
229,5,79,3.399257138880785e-06,0.01762283593416214,0.9823737144470216
230,5,80,0.04922287538647652,0.03497540205717087,0.9158017039299012
231,5,81,0.06645120680332184,0.007421352434903382,0.9261274933815002
232,5,82,0.9916262626647948,0.007517192978411913,0.0008565709576942028
233,5,83,0.14545084536075592,0.09887658059597017,0.7556725740432739
234,5,84,0.7909576892852783,0.17075636982917786,0.038285892456769936
235,5,85,0.9991419315338136,6.5428498601249885e-06,0.0008515031659044325
236,5,86,0.3586708605289459,0.4384470283985138,0.20288212597370148
237,5,87,0.9808883070945741,0.00033524513128213584,0.018776373937726017
238,5,88,0.7909355759620667,0.01025548204779625,0.198808953166008
239,5,89,0.5160187482833862,0.4382387399673462,0.045742467045784004
240,5,90,4.062916048042098e-07,8.774889465712477e-06,0.9999908208847046
241,5,91,0.5134291052818298,0.0067143659107387075,0.4798564612865448
242,5,92,0.014807810075581075,2.8531787847896335e-06,0.9851893186569214
243,5,93,0.07005252689123154,0.7114430069923401,0.21850445866584775
244,5,94,0.988061785697937,0.0019453676650300624,0.009992873296141623
245,5,95,6.344137659652915e-07,0.9996362924575806,0.0003630765131674707
246,5,96,0.4488338530063629,0.4054479598999024,0.14571815729141235
247,5,97,0.8399174213409424,6.128690438345075e-05,0.16002129018306732
248,5,98,0.2164435237646103,0.03456426039338112,0.7489922046661377
249,5,99,0.8142649531364441,0.014522951096296309,0.17121213674545288
250,6,50,0.5953603982925415,0.12973076105117798,0.2749089002609253
251,6,51,0.8123141527175903,0.0015951115638017654,0.18609079718589785
252,6,52,0.6968718767166138,0.01461790222674608,0.288510262966156
253,6,53,0.3791780471801758,0.04667514935135842,0.5741468667984009
254,6,54,0.5270282626152039,0.1227896735072136,0.35018205642700195
255,6,55,1.3748016614023584e-10,2.574931750132237e-05,0.999974250793457
256,6,56,0.2253050804138184,0.0016294359229505062,0.7730655074119568
257,6,57,0.01758936420083046,8.42466834001243e-05,0.9823264479637146
258,6,58,0.04425421357154846,0.08451644331216812,0.871229350566864
259,6,59,0.3395822644233704,0.021296732127666473,0.6391210556030273
260,6,60,1.779938793333713e-05,0.9742816686630248,0.025700518861413
261,6,61,0.06293635815382004,0.06078702956438065,0.8762766122817993
262,6,62,0.6899301409721375,0.014908983372151853,0.2951608598232269
263,6,63,0.3791853785514832,0.04667520895600319,0.574139416217804
264,6,64,0.5270283222198486,0.1227896586060524,0.35018205642700195
265,6,65,1.3747963878429914e-10,2.574931750132237e-05,0.999974250793457
266,6,66,0.22530512511730194,0.0016294351080432534,0.773065447807312
267,6,67,0.01758936420083046,8.42466834001243e-05,0.9823264479637146
268,6,68,0.04425421357154846,0.08451640605926514,0.8712294101715088
269,6,69,0.3395822644233704,0.02129676379263401,0.6391209363937378
270,6,70,1.7799420675146393e-05,0.9742816686630248,0.02570053748786449
271,6,71,0.06293636560440062,0.060786999762058265,0.8762766718864441
272,6,72,1.2811236793641714e-10,2.5795845431275666e-05,0.999974250793457
273,6,73,0.22530539333820346,0.0016294593224301936,0.7730651497840881
274,6,74,0.017589354887604713,8.42466834001243e-05,0.9823264479637146
275,6,75,0.04425421357154846,0.08451639115810394,0.8712294101715088
276,6,76,0.33958208560943604,0.02129674330353737,0.6391211152076721
277,6,77,1.779940794222057e-05,0.9742817878723145,0.025700509548187256
278,6,78,0.018502993509173397,0.030317543074488636,0.9511795043945312
279,6,79,2.6326834046130895e-08,0.00011093841749243437,0.9998890161514282
280,6,80,0.004562763962894678,0.007263864390552044,0.9881734251976012
281,6,81,0.0040609603747725495,0.002180017530918121,0.993759036064148
282,6,82,0.6999048590660095,0.0823364108800888,0.2177587598562241
283,6,83,0.816599428653717,0.03186418116092682,0.15153641998767853
284,6,84,0.5977447032928467,0.13128893077373505,0.2709663510322571
285,6,85,0.8123158812522888,0.0015950646484270694,0.18608902394771576
286,6,86,0.08130011707544328,0.5722053647041321,0.3464944958686829
287,6,87,0.693389356136322,0.014505525119602682,0.2921050190925598
288,6,88,0.3791785538196564,0.04667519778013229,0.5741462111473083
289,6,89,0.5270282626152039,0.12278959900140762,0.3501822054386139
290,6,90,1.3747990246226752e-10,2.574939026089851e-05,0.999974250793457
291,6,91,0.22530515491962436,0.0016294341767206788,0.773065447807312
292,6,92,0.017589330673217773,8.42466834001243e-05,0.9823264479637146
293,6,93,0.044254180043935776,0.08451627939939499,0.8712295889854431
294,6,94,0.33958205580711365,0.021296778693795204,0.6391211152076721
295,6,95,1.7799420675146393e-05,0.9742816686630248,0.025700530037283897
296,6,96,0.015598511323332788,0.3511784076690674,0.6332229971885681
297,6,97,0.4096077382564545,0.0009457271662540735,0.5894465446472168
298,6,98,0.04866747558116913,0.020860299468040463,0.930472195148468
299,6,99,0.3905230164527893,0.043173614889383316,0.5663033127784729
300,7,50,0.992046594619751,0.007269417867064477,0.0006840676651336253
301,7,51,0.9892117977142334,0.0005001269746571778,0.01028806809335947
302,7,52,0.6850559711456299,0.001508259796537459,0.31343576312065125
303,7,53,0.7153792977333069,0.020094504579901692,0.2645262181758881
304,7,54,0.5622779130935669,0.24387958645820615,0.19384250044822693
305,7,55,3.6466034185334015e-12,4.897569994000151e-08,1.0
306,7,56,0.04827861487865448,0.004014082718640566,0.9477072358131408
307,7,57,4.1242910810979076e-05,8.226126055888018e-07,0.9999579191207886
308,7,58,0.007481214590370655,0.08136574923992157,0.9111530780792236
309,7,59,0.16982221603393555,0.004866878036409617,0.8253108263015747
310,7,60,6.700197991449386e-05,0.9830862283706664,0.01684674620628357
311,7,61,0.16518421471118927,0.052914898842573166,0.7819008827209473
312,7,62,0.6846060156822205,0.0015728827565908432,0.3138211071491241
313,7,63,0.7153794169425964,0.020094642415642742,0.26452583074569697
314,7,64,0.5622780919075012,0.2438795268535614,0.19384245574474332
315,7,65,3.646596479639497e-12,4.897569994000151e-08,1.0
316,7,66,0.04827852547168732,0.004014083184301853,0.9477073550224304
317,7,67,4.124295082874596e-05,8.226126055888018e-07,0.9999579191207886
318,7,68,0.007481220643967391,0.0813659057021141,0.9111528396606444
319,7,69,0.1698218733072281,0.004866873379796743,0.8253112435340881
320,7,70,6.700204539811239e-05,0.9830862283706664,0.016846721991896633
321,7,71,0.16518418490886688,0.05291493982076645,0.7819008827209473
322,7,72,4.053325383668317e-12,5.149229309608927e-08,1.0
323,7,73,0.04828030243515968,0.0040141046047210685,0.9477055668830872
324,7,74,4.1243107261834666e-05,8.22614140361111e-07,0.9999579191207886
325,7,75,0.007481220643967391,0.08136594295501709,0.9111528396606444
326,7,76,0.16982203722000122,0.004866870120167732,0.8253110647201538
327,7,77,6.700204539811239e-05,0.9830862283706664,0.01684674620628357
328,7,78,0.045788150280714035,0.013677452690899372,0.9405343532562256
329,7,79,6.11183622822864e-07,0.0002838977961800992,0.9997155070304872
330,7,80,0.00036380180972628295,0.02109202370047569,0.9785441756248474
331,7,81,0.0004948065034113824,0.00414302758872509,0.9953622221946716
332,7,82,0.884638249874115,0.016243930906057358,0.09911775588989258
333,7,83,0.07704442739486694,0.14612089097499847,0.7768347263336182
334,7,84,0.9918431639671326,0.007485724985599519,0.0006711571477353572
335,7,85,0.9892116785049438,0.0005001183017157018,0.010288244113326073
336,7,86,0.17246802151203156,0.5417622923851013,0.2857697904109955
337,7,87,0.6786966323852539,0.0015663884114474056,0.319737046957016
338,7,88,0.7153805494308472,0.02009421028196812,0.2645252346992493
339,7,89,0.5622782707214355,0.2438793331384659,0.19384238123893735
340,7,90,3.646596479639497e-12,4.8975511646176535e-08,1.0
341,7,91,0.048278585076332085,0.00401408178731799,0.9477073550224304
342,7,92,4.124299084651284e-05,8.226126055888018e-07,0.9999579191207886
343,7,93,0.007481212727725506,0.0813659280538559,0.9111528396606444
344,7,94,0.16982197761535645,0.004866879433393478,0.8253110647201538
345,7,95,6.700191443087533e-05,0.9830862283706664,0.016846729442477226
346,7,96,0.01314800139516592,0.04225064814090729,0.9446013569831848
347,7,97,0.03638951852917671,7.061774522298947e-05,0.9635398983955384
348,7,98,0.0363767072558403,0.02270893007516861,0.9409143328666688
349,7,99,0.3067728877067566,0.0010957552585750818,0.6921313405036926
350,8,50,0.7333462238311768,0.12696291506290436,0.1396908164024353
351,8,51,0.995949387550354,0.0006526532815769316,0.0033979055006057024
352,8,52,0.5545242428779602,0.0003675007319543511,0.4451082348823547
353,8,53,0.05438777804374695,0.04424402117729187,0.9013681411743164
354,8,54,0.31390029191970825,0.04733991622924805,0.6387598514556885
355,8,55,1.0339610749636055e-16,3.1138861020935105e-12,1.0
356,8,56,0.0008129447232931852,2.6641160729923292e-05,0.9991604089736938
357,8,57,2.738230477916659e-07,2.921959618706893e-10,0.9999997615814208
358,8,58,0.005381843075156212,0.0018810749752447011,0.9927369952201844
359,8,59,0.08768366277217865,4.790620369021781e-05,0.9122684001922609
360,8,60,0.00012184034858364612,0.9846797585487366,0.015198349021375181
361,8,61,0.03090090304613113,0.03658604249358177,0.9325131177902222
362,8,62,0.5650097727775574,0.00036021583946421737,0.43463000655174255
363,8,63,0.054390575736761086,0.0442434698343277,0.9013659358024596
364,8,64,0.3139002025127411,0.04733990132808685,0.6387598514556885
365,8,65,1.0339610749636055e-16,3.1138919567852415e-12,1.0
366,8,66,0.0008129458874464035,2.6641160729923292e-05,0.9991604089736938
367,8,67,2.7382276357457163e-07,2.921965169822016e-10,0.9999997615814208
368,8,68,0.005381838418543339,0.00188107683788985,0.992737114429474
369,8,69,0.08768387883901596,4.790614912053571e-05,0.9122682213783264
370,8,70,0.00012184034858364612,0.9846797585487366,0.015198355540633203
371,8,71,0.030900942161679268,0.03658609092235565,0.9325129985809326
372,8,72,1.0716525852785439e-16,2.9227937344694643e-12,1.0
373,8,73,0.0008129521156661212,2.6641109798219986e-05,0.9991604089736938
374,8,74,2.7382330358705076e-07,2.921948516476647e-10,0.9999997615814208
375,8,75,0.005381843075156212,0.0018810811452567575,0.9927369952201844
376,8,76,0.08768372982740402,4.79062509839423e-05,0.9122684001922609
377,8,77,0.00012184013030491768,0.984679877758026,0.015198328532278538
378,8,78,0.024024154990911484,0.004291960038244724,0.9716838598251344
379,8,79,8.506909665584317e-08,7.96306921984069e-05,0.9999202489852904
380,8,80,0.00010711621871450916,0.0060406154952943325,0.9938522577285768
381,8,81,0.00030903515289537614,0.00017182396550197154,0.999519109725952
382,8,82,0.7491170763969421,0.011000480502843857,0.2398824393749237
383,8,83,0.009041705168783665,0.008736791089177132,0.98222154378891
384,8,84,0.7296412587165833,0.1304175704717636,0.1399412304162979
385,8,85,0.9959495067596436,0.000652620627079159,0.003397847525775433
386,8,86,0.1882488429546356,0.2872799634933472,0.5244711637496948
387,8,87,0.5608575344085693,0.000371586560504511,0.4387708902359009
388,8,88,0.05438845604658127,0.04424381256103516,0.9013677835464478
389,8,89,0.31390050053596497,0.04733990505337715,0.6387595534324646
390,8,90,1.0339650454305459e-16,3.1138980283174082e-12,1.0
391,8,91,0.0008129458874464035,2.664118619577493e-05,0.9991604089736938
392,8,92,2.738240709732054e-07,2.921965169822016e-10,0.9999997615814208
393,8,93,0.005381843075156212,0.0018810811452567575,0.9927369952201844
394,8,94,0.08768369257450104,4.790620369021781e-05,0.9122684001922609
395,8,95,0.00012184011575300246,0.9846797585487366,0.015198355540633203
396,8,96,0.010225951671600342,0.018037151545286182,0.9717368483543396
397,8,97,0.002550504403188825,1.2344439710432198e-06,0.9974483251571656
398,8,98,0.029963547363877293,0.010077742859721184,0.9599587321281432
399,8,99,0.0016562704695388675,0.0008336451719515027,0.9975100755691528
400,9,50,0.292138934135437,0.05795446410775185,0.6499065756797789
401,9,51,0.9367128014564514,0.000246685987804085,0.06304053217172623
402,9,52,0.05375488847494125,0.0011044172570109367,0.9451407194137572
403,9,53,0.15482646226882935,0.006987703964114189,0.8381859064102173
404,9,54,0.4376411736011505,0.007769189774990081,0.5545896291732788
405,9,55,0.0013610946480184793,1.4204819308361042e-05,0.9986246824264526
406,9,56,0.17574533820152285,0.0005351596046239138,0.8237195014953613
407,9,57,0.4808657169342041,5.782022071798565e-06,0.5191285014152527
408,9,58,0.4205516874790192,0.024258861318230632,0.5551894903182983
409,9,59,0.470983475446701,0.0011676661670207975,0.5278488397598267
410,9,60,0.15287922322750092,0.3609381020069122,0.4861826896667481
